"Company Name","Funding Amount","Funding Date","Funding Type","Website","Industries","Location","Rank","Description","LinkedIn Status","Update People Search (Find people Table) - 2026-02-04T15:07:37.739Z","xAI / Get Website and LinkedIn URL","xAI / Website","xAI / LinkedIn URL","xAI / Qualify Company","xAI / Qualification Status"
"Tandem Workforce","$3,000,000","Sep 1, 2024","Seed","www.tandem.work/","Education, Software, Training","New York, New York, United States",69759,"EdTech, Software, Workforce Planning","View on LinkedIn\",,"Response","https://www.tandem.work/","https://www.linkedin.com/company/tandem-workforce","Response","Qualified"
"Nimble Energy","$2,763,430","May 8, 2025","Seed","www.nimble-energy.com/","Information Services","Carrboro, North Carolina, United States",72290,"Nimble Energy provides real-time information on the pain points faced by building operators.","–",,"Response","https://nimble-energy.com","https://www.linkedin.com/company/nimbleenergy","Response","Qualified"
"RE-OPS","$3,152,800","Nov 19, 2024","Seed","re-ops.co/","B2B, Marketplace, Procurement","Phoenix, Arizona, United States",72845,"RE-OPS builds and operates a vertical B2B marketplace.","View on LinkedIn\",,"Response","https://www.re-ops.co/","https://www.linkedin.com/company/re-ops","Response","Qualified"
"Khalani","$2,500,000","Aug 7, 2024","Seed","khalani.network/","Blockchain, Information Technology, Web3","New York, New York, United States",73246,"Khalani has developed the world's first decentralized solver platform, which seeks to improve the web3 user experience.","View on LinkedIn\",,"Response","https://khalani.network","https://www.linkedin.com/company/khalani-labs","Response","Qualified"
"LogicFlo Inc","$2,700,000","Jun 30, 2025","Seed","logicflo.io","–","New York, New York, United States",74107,"LogicFlo AI is an organisation engaged in building AI agents for healthcare and life sciences.","View on LinkedIn\",,"Response","https://logicflo.ai","https://linkedin.com/company/logicflo-ai","Response","Qualified"
"Ascend","$2,018,785","Feb 14, 2025","Seed","ascendtogether.com","Advice, Consulting, Finance","Alexandria, Virginia, United States",74920,"Ascend is a consulting firm that helps CPAs reach their goals.","View on LinkedIn\",,"Response","https://useascend.com","https://www.linkedin.com/company/useascend","Response","Qualified"
"Brightly Ventures","$2,300,000","Dec 16, 2024","Seed","www.justbrightly.com/","Environmental Consulting, Waste Management","Weston, Massachusetts, United States",75148,"Brightly funds Food Rescue Organizations, converting their efforts into trustworthy and ethical carbon credits.","View on LinkedIn\",,"Response","https://brightly.earth","https://linkedin.com/company/brightly-ventures-inc","Response","Qualified"
"Handled","$2,000,000","Oct 10, 2024","Seed","www.itshandled.ai","AI Infrastructure, Artificial Intelligence (AI), E-Commerce, FinTech, Logistics, Software, Supply Chain Management, Warehouse Automation","New York, New York, United States",86678,"Automating post-order operations for brands and 3PLs","View on LinkedIn\",,"Response","https://www.itshandled.ai","https://www.linkedin.com/company/itshandledai","Response","Qualified"
"Axonic Health","$2,000,000","Aug 1, 2025","Seed","axonichealth.com","Health Care, Information Services, Information Technology, Telehealth","Wilmington, Delaware, United States",86739,"Axonic Health connects the healthcare system globally with revolutionary technological solutions.","View on LinkedIn\",,"Response","https://axonichealth.com","https://www.linkedin.com/company/axonichealth","Response","Qualified"
"Quorum","$2,000,000","Sep 26, 2024","Seed","quorum.inc/","Marketing","New York, New York, United States",88274,"Quorum is a data science driven company.","View on LinkedIn\",,"Response","https://quorum.inc/","https://www.linkedin.com/company/quorum-inc","Response","Qualified"
"Congruit Inc.","$3,000,000","Oct 6, 2025","Seed","congruitcredit.com","Financial Services","Safety Harbor, Florida, United States",88969,"Congruit is a credit bureau that uses real-time, behavior-based data to assess credit.","View on LinkedIn\",,"Response","https://congruitcredit.com","https://www.linkedin.com/company/congruit-inc","Response","Qualified"
"IRIS Intelligence Group","$3,000,000","Jan 2, 2026","Seed","www.irisintelgroup.com/","Artificial Intelligence (AI), Law Enforcement, Software","Naples, Florida, United States",91586,"IRIS Intelligence Group offers an intelligence request management, routing & resolution platform for law enforcement professionals.","View on LinkedIn\",,"Response","https://irisintelgroup.com","https://linkedin.com/company/iris-techinc","Response","Qualified"
"Infra","$3,347,498","Nov 27, 2024","Seed","–","Information Technology","New York, New York, United States",113453,"Infra is a technology company.","–",,"Response","https://www.infrascan.net/","https://www.linkedin.com/in/infrascan","Response","Qualified"
"Fresh Vintage","$2,692,496","Oct 15, 2024","Seed","–","Information Technology, SaaS, Software","Miami, Florida, United States",113936,"Fresh Vintage is a company that offers technology services.","–",,"Response","https://freshvintage.co","https://www.linkedin.com/company/fresh-vintage-games","Response","Qualified"
"DR. PECKER","$3,500,000","Aug 16, 2024","Seed","www.drpecker.me/","Augmented Reality, Blockchain, Cloud Computing, Generative AI, Health Care, Information Technology, Machine Learning, Metaverse, Natural Language Processing, Virtual Reality","Orlando, Florida, United States",118395,"DR. PECKER is smart data and service hub for clinics & health records with immersive experience for all.","View on LinkedIn\",,"Response","https://drpecker.me","https://www.linkedin.com/company/dr-pecker-inc","Response","Qualified"
"Illumine","$2,500,000","Jun 18, 2025","Seed","www.illumine.app","Billing, Child Care, CRM, EdTech, Education, Mobile Apps, Payments, Primary Education, SaaS, Software","Wilmington, Delaware, United States",135938,"Child Care Management Software | Preschool & Daycare Software","View on LinkedIn\",,"Response","https://illumine.app/","https://www.linkedin.com/company/myillumine","Response","Qualified"
"Nerd Apply","$3,200,000","Jan 27, 2026","Seed","www.nerdapply.com/","EdTech, Software","New York, New York, United States",166452,"Nerd Apply provides a data platform for college counselors to guide students using real admissions outcomes.","View on LinkedIn\",,"Response","https://www.nerdapply.com","https://www.linkedin.com/company/nerd-apply","Response","Qualified"
"Yuki","$6,000,000","Jan 22, 2026","Seed","yukidata.com","–","Wilmington, Delaware, United States",1390,"Real-time Optimization Platform for Snowflake that eliminates waste and maximizes efficiency at scale.","View on LinkedIn\",,"Response","https://yukidata.com","https://www.linkedin.com/company/yukidata","Response","Qualified"
"Barnwell Bio","$6,000,000","Jan 26, 2026","Seed","www.barnwellbio.com","Biotechnology, Veterinary, Waste Management","Brooklyn, New York, United States",4037,"Barnwell Bio analyzes waste streams for insights into animal health and farm management.","View on LinkedIn\",,"Response","https://www.barnwellbio.com/","https://www.linkedin.com/company/barnwellbio","Response","Qualified"
"Siena AI","$6,000,000","Sep 1, 2024","Seed","siena.cx","Artificial Intelligence (AI), E-Commerce, Enterprise Software, Machine Learning, Software","New York, New York, United States",4687,"Siena AI is the creator of an autonomous chat platform that aims to blend human empathy and intelligent automation.","View on LinkedIn\",,"Response","https://siena.cx","https://www.linkedin.com/company/siena-ai","Response","Qualified"
"Channel3","$6,000,000","Dec 10, 2025","Seed","trychannel3.com","Artificial Intelligence (AI), Database, E-Commerce, Internet, Shopping","New York, New York, United States",4805,"Channel3 provides a universal, API-driven product catalog that enables developers to search, deduplicate, and monetize product data.","View on LinkedIn\",,"Response","https://trychannel3.com","https://www.linkedin.com/company/channel3-ai","Response","Qualified"
"HIFI","$6,000,000","Dec 10, 2024","Seed","Hifibridge.com","Cryptocurrency, FinTech, Payments","New York, New York, United States",5949,"HIFI is a next-generation payments and stablecoin infrastructure company.","View on LinkedIn\",,"Response","https://www.hifibridge.com","https://www.linkedin.com/company/hifibridge","Response","Qualified"
"Otto","$6,000,000","Aug 22, 2024","Seed","www.ottotheagent.com/","Artificial Intelligence (AI), SaaS, Travel, Travel Agency","Seattle, Washington, United States",7463,"Otto is a travel tech company that uses AI to plan, book and execute business trips.","View on LinkedIn\",,"Response","https://ottosport.ai","https://linkedin.com/company/otto-sport-ai","Response","Qualified"
"Tildei","$6,000,000","Oct 8, 2024","Seed","tildei.com/","Artificial Intelligence (AI), Information Technology, Marketing, Messaging, Software","New York, New York, United States",9736,"AI for the office of the CMO","View on LinkedIn\",,"Response","https://www.tildei.com","https://linkedin.com/company/tildei","Response","Qualified"
"Dune Security","$6,000,000","Jan 29, 2025","Seed","dune.security/","Artificial Intelligence (AI), Cyber Security, Information Technology, Security","New York, New York, United States",10972,"Dune Security's AI quantifies user risk, delivering adaptive training and dynamic, integrated controls for proactive remediation.","View on LinkedIn\",,"Response","https://www.dune.security","https://www.linkedin.com/company/dune-security","Response","Qualified"
"Ruli","$6,000,000","Nov 4, 2025","Seed","www.ruli.ai","Artificial Intelligence (AI)","Austin, Texas, United States",11842,"Ruli reimagined the in-house counsel with an AI Counsel teammate for unparalleled efficiency and collaboration.","View on LinkedIn\",,"Response","https://www.ruli.ai/","https://www.linkedin.com/company/ruliai","Response","Qualified"
"Chargezoom","$6,000,000","Dec 16, 2024","Seed","chargezoom.com","Accounting, Artificial Intelligence (AI), Billing, FinTech, Payments","Salt Lake City, Utah, United States",13416,"Chargezoom is an agentic AI for accounts receivable, autonomously managing invoicing, payments, collections, and reconciliation.","View on LinkedIn\",,"Response","https://www.chargezoom.com","https://www.linkedin.com/company/chargezoom","Response","Qualified"
"Pensero AI","$6,000,000","Aug 5, 2025","Seed","www.pensero.ai","Artificial Intelligence (AI), Developer Platform, Developer Tools","New City, New York, United States",17759,"Say goodbye to tedious management tasks. Focus on what really matters for you as a manager and your team.","View on LinkedIn\",,"Response","https://pensero.ai","https://www.linkedin.com/company/penseroai","Response","Qualified"
"AskElephant","$6,000,000","May 20, 2025","Seed","www.askelephant.ai","Artificial Intelligence (AI), Chatbot, Information Technology, Software, Software Engineering","Draper, Utah, United States",19250,"AskElephant automates workflows for go-to-market teams, streamlining tasks and providing personalized coaching and insights.","View on LinkedIn\",,"Response","https://www.askelephant.ai/","https://www.linkedin.com/company/askelephant","Response","Qualified"
"Keebler Health","$6,000,000","Feb 18, 2025","Seed","keebler.health","Artificial Intelligence (AI), Billing, Information Technology","Durham, North Carolina, United States",19708,"Keebler Health is a developer of an AI-based risk adjustment tool for healthcare providers.","View on LinkedIn\",,"Response","https://keebler.health","https://www.linkedin.com/company/keeblerhealth","Response","Qualified"
"Assured Health","$6,000,000","Sep 15, 2025","Seed","www.withassured.com","Artificial Intelligence (AI), Health Care, Software","Irving, Texas, United States",20837,"Assured Health provides a platform to automate healthcare credentialing, licensing, and payor enrollment for healthcare organizations.","View on LinkedIn\",,"Response","https://withassured.com","https://www.linkedin.com/company/assured-health","Response","Qualified"
